Category,Text Size [MB],Pattern Length,Alphabet Size,Time [ms],Speed [GB/s],Algorithm,Best Algo
rand16,4.0,8,16,1.96,1.992984693877551,FSBNDM,FSBNDM
rand16,4.0,16,16,1.63,2.396472392638037,FSBNDM,
rand16,4.0,32,16,1.45,2.6939655172413794,FSBNDM,
rand16,4.0,64,16,0.99,3.945707070707071,FSBNDM,FSBNDM
rand16,4.0,128,16,1.07,3.6507009345794392,FSBNDM,FSBNDM
rand16,4.0,256,16,1.54,2.536525974025974,FSBNDM,
rand16,4.0,8,16,6.18,0.6320792880258901,HOR,
rand16,4.0,16,16,3.46,1.1289739884393064,HOR,
rand16,4.0,32,16,3.54,1.1034604519774012,HOR,
rand16,4.0,64,16,3.86,1.0119818652849741,HOR,
rand16,4.0,128,16,2.91,1.3423539518900343,HOR,
rand16,4.0,256,16,2.9,1.3469827586206897,HOR,
rand16,4.0,8,16,6.55,0.5963740458015268,KR,
rand16,4.0,16,16,6.7,0.5830223880597014,KR,
rand16,4.0,32,16,6.38,0.6122648902821317,KR,
rand16,4.0,64,16,6.83,0.5719253294289898,KR,
rand16,4.0,128,16,6.22,0.6280144694533762,KR,
rand16,4.0,256,16,7.21,0.5417822468793342,KR,
rand16,4.0,8,16,7.84,0.49824617346938777,LBNDM,
rand16,4.0,16,16,3.88,1.0067654639175259,LBNDM,
rand16,4.0,32,16,1.44,2.712673611111111,LBNDM,
rand16,4.0,64,16,1.61,2.4262422360248443,LBNDM,
rand16,4.0,128,16,1.51,2.5869205298013247,LBNDM,
rand16,4.0,256,16,1.44,2.712673611111111,LBNDM,LBNDM
rand16,4.0,8,16,4.02,0.9717039800995027,RAITA,
rand16,4.0,16,16,4.14,0.9435386473429952,RAITA,
rand16,4.0,32,16,2.42,1.6141528925619835,RAITA,
rand16,4.0,64,16,3.66,1.0672814207650272,RAITA,
rand16,4.0,128,16,3.19,1.2245297805642634,RAITA,
rand16,4.0,256,16,2.96,1.319679054054054,RAITA,
rand16,4.0,8,16,5.75,0.6793478260869565,SO,
rand16,4.0,16,16,5.77,0.6769930675909879,SO,
rand16,4.0,32,16,4.62,0.845508658008658,SO,
rand16,4.0,64,16,4.96,0.7875504032258065,SO,
rand16,4.0,128,16,3.65,1.0702054794520548,SO,
rand16,4.0,256,16,4.71,0.8293524416135881,SO,
rand16,4.0,8,16,11.94,0.3271566164154104,TW,
rand16,4.0,16,16,13.3,0.29370300751879697,TW,
rand16,4.0,32,16,12.91,0.3025755228505035,TW,
rand16,4.0,64,16,12.21,0.3199221949221949,TW,
rand16,4.0,128,16,12.81,0.30493754879000784,TW,
rand16,4.0,256,16,12.58,0.3105127186009539,TW,
rand32,1.0,8,32,0.57,1.7132675438596492,AOSO2,
rand32,1.0,16,32,1.07,0.9126752336448598,AOSO2,
rand32,1.0,32,32,1.6,0.6103515625,AOSO2,
rand32,1.0,64,32,0.65,1.502403846153846,AOSO2,
rand32,1.0,128,32,0.56,1.743861607142857,AOSO2,
rand32,1.0,256,32,1.17,0.8346688034188035,AOSO2,
rand32,1.0,8,32,1.85,0.5278716216216215,BM,
rand32,1.0,16,32,1.04,0.9390024038461537,BM,
rand32,1.0,32,32,0.42,2.3251488095238093,BM,
rand32,1.0,64,32,0.39,2.50400641025641,BM,
rand32,1.0,128,32,0.4,2.44140625,BM,
rand32,1.0,256,32,0.41,2.381859756097561,BM,
rand32,1.0,8,32,0.61,1.600922131147541,BMH-SBNDM,
rand32,1.0,16,32,0.44,2.2194602272727275,BMH-SBNDM,
rand32,1.0,32,32,0.83,1.176581325301205,BMH-SBNDM,
rand32,1.0,64,32,0.33,2.959280303030303,BMH-SBNDM,
rand32,1.0,128,32,0.83,1.176581325301205,BMH-SBNDM,
rand32,1.0,256,32,0.34,2.8722426470588234,BMH-SBNDM,
rand32,1.0,8,32,1.04,0.9390024038461537,BNDM,
rand32,1.0,16,32,0.51,1.914828431372549,BNDM,
rand32,1.0,32,32,0.84,1.1625744047619047,BNDM,
rand32,1.0,64,32,0.31,3.150201612903226,BNDM,
rand32,1.0,128,32,0.32,3.0517578125,BNDM,
rand32,1.0,256,32,0.35,2.7901785714285716,BNDM,
rand32,1.0,8,32,0.84,1.1625744047619047,FAOSO4,
rand32,1.0,16,32,0.35,2.7901785714285716,FAOSO4,
rand32,1.0,32,32,0.35,2.7901785714285716,FAOSO4,
rand32,1.0,64,32,0.34,2.8722426470588234,FAOSO4,
rand32,1.0,128,32,0.36,2.712673611111111,FAOSO4,
rand32,1.0,256,32,0.39,2.50400641025641,FAOSO4,
rand32,1.0,8,32,1.1,0.8877840909090908,FS,
rand32,1.0,16,32,0.43,2.271075581395349,FS,
rand32,1.0,32,32,0.35,2.7901785714285716,FS,
rand32,1.0,64,32,0.32,3.0517578125,FS,
rand32,1.0,128,32,0.3,3.2552083333333335,FS,
rand32,1.0,256,32,0.31,3.150201612903226,FS,
rand32,1.0,8,32,0.27,3.616898148148148,FSBNDM,FSBNDM
rand32,1.0,16,32,0.23,4.245923913043478,FSBNDM,FSBNDM
rand32,1.0,32,32,0.21,4.650297619047619,FSBNDM,FSBNDM
rand32,1.0,64,32,0.19,5.139802631578948,FSBNDM,FSBNDM
rand32,1.0,128,32,0.22,4.438920454545455,FSBNDM,FSBNDM
rand32,1.0,256,32,0.23,4.245923913043478,FSBNDM,
rand32,1.0,8,32,1.28,0.762939453125,HOR,
rand32,1.0,16,32,0.51,1.914828431372549,HOR,
rand32,1.0,32,32,0.88,1.1097301136363638,HOR,
rand32,1.0,64,32,0.34,2.8722426470588234,HOR,
rand32,1.0,128,32,0.33,2.959280303030303,HOR,
rand32,1.0,256,32,0.37,2.639358108108108,HOR,
rand32,1.0,8,32,1.02,0.9574142156862745,KR,
rand32,1.0,16,32,1.46,0.6688784246575342,KR,
rand32,1.0,32,32,1.02,0.9574142156862745,KR,
rand32,1.0,64,32,1.42,0.6877200704225352,KR,
rand32,1.0,128,32,1.94,0.5033827319587629,KR,
rand32,1.0,256,32,2.07,0.4717693236714976,KR,
rand32,1.0,8,32,0.64,1.52587890625,LBNDM,
rand32,1.0,16,32,0.57,1.7132675438596492,LBNDM,
rand32,1.0,32,32,0.34,2.8722426470588234,LBNDM,
rand32,1.0,64,32,0.23,4.245923913043478,LBNDM,
rand32,1.0,128,32,0.25,3.90625,LBNDM,
rand32,1.0,256,32,0.21,4.650297619047619,LBNDM,LBNDM
rand32,1.0,8,32,0.67,1.4575559701492535,RAITA,
rand32,1.0,16,32,0.46,2.122961956521739,RAITA,
rand32,1.0,32,32,0.35,2.7901785714285716,RAITA,
rand32,1.0,64,32,0.31,3.150201612903226,RAITA,
rand32,1.0,128,32,0.31,3.150201612903226,RAITA,
rand32,1.0,256,32,0.3,3.2552083333333335,RAITA,
rand32,1.0,8,32,1.29,0.7570251937984496,SO,
rand32,1.0,16,32,0.78,1.252003205128205,SO,
rand32,1.0,32,32,1.27,0.7689468503937007,SO,
rand32,1.0,64,32,0.67,1.4575559701492535,SO,
rand32,1.0,128,32,1.67,0.5847679640718564,SO,
rand32,1.0,256,32,0.66,1.4796401515151516,SO,
rand32,1.0,8,32,1.68,0.5812872023809523,TW,
rand32,1.0,16,32,2.45,0.39859693877551017,TW,
rand32,1.0,32,32,2.39,0.4086035564853556,TW,
rand32,1.0,64,32,1.9,0.5139802631578947,TW,
rand32,1.0,128,32,2.44,0.40023053278688525,TW,
rand32,1.0,256,32,2.82,0.34629875886524825,TW,
rand32,2.0,8,32,1.36,1.4361213235294117,AOSO2,
rand32,2.0,16,32,1.34,1.4575559701492535,AOSO2,
rand32,2.0,32,32,1.71,1.1421783625730995,AOSO2,
rand32,2.0,64,32,2.24,0.8719308035714285,AOSO2,
rand32,2.0,128,32,1.15,1.6983695652173916,AOSO2,
rand32,2.0,256,32,2.12,0.9212853773584905,AOSO2,
rand32,2.0,8,32,1.91,1.0225785340314135,BM,
rand32,2.0,16,32,1.71,1.1421783625730995,BM,
rand32,2.0,32,32,1.33,1.4685150375939848,BM,
rand32,2.0,64,32,1.26,1.5500992063492063,BM,
rand32,2.0,128,32,0.71,2.750880281690141,BM,
rand32,2.0,256,32,1.22,1.600922131147541,BM,
rand32,2.0,8,32,1.26,1.5500992063492063,BMH-SBNDM,
rand32,2.0,16,32,2.14,0.9126752336448598,BMH-SBNDM,
rand32,2.0,32,32,1.16,1.683728448275862,BMH-SBNDM,
rand32,2.0,64,32,1.17,1.669337606837607,BMH-SBNDM,
rand32,2.0,128,32,0.71,2.750880281690141,BMH-SBNDM,
rand32,2.0,256,32,1.21,1.6141528925619835,BMH-SBNDM,
rand32,2.0,8,32,2.18,0.8959288990825688,BNDM,
rand32,2.0,16,32,2.04,0.9574142156862745,BNDM,
rand32,2.0,32,32,1.2,1.6276041666666667,BNDM,
rand32,2.0,64,32,0.71,2.750880281690141,BNDM,
rand32,2.0,128,32,1.16,1.683728448275862,BNDM,
rand32,2.0,256,32,1.23,1.5879065040650406,BNDM,
rand32,2.0,8,32,0.72,2.712673611111111,FAOSO4,
rand32,2.0,16,32,1.2,1.6276041666666667,FAOSO4,
rand32,2.0,32,32,1.23,1.5879065040650406,FAOSO4,
rand32,2.0,64,32,0.79,2.4723101265822782,FAOSO4,
rand32,2.0,128,32,0.69,2.830615942028986,FAOSO4,
rand32,2.0,256,32,0.78,2.50400641025641,FAOSO4,
rand32,2.0,8,32,2.28,0.8566337719298246,FS,
rand32,2.0,16,32,1.39,1.4051258992805757,FS,
rand32,2.0,32,32,0.76,2.569901315789474,FS,
rand32,2.0,64,32,1.11,1.7595720720720718,FS,
rand32,2.0,128,32,0.59,3.3103813559322037,FS,
rand32,2.0,256,32,0.62,3.150201612903226,FS,
rand32,2.0,8,32,0.58,3.367456896551724,FSBNDM,FSBNDM
rand32,2.0,16,32,1.01,1.9337871287128712,FSBNDM,FSBNDM
rand32,2.0,32,32,0.49,3.985969387755102,FSBNDM,FSBNDM
rand32,2.0,64,32,0.48,4.069010416666667,FSBNDM,FSBNDM
rand32,2.0,128,32,0.44,4.438920454545455,FSBNDM,FSBNDM
rand32,2.0,256,32,0.47,4.155585106382978,FSBNDM,FSBNDM
rand32,2.0,8,32,2.04,0.9574142156862745,HOR,
rand32,2.0,16,32,1.65,1.1837121212121213,HOR,
rand32,2.0,32,32,1.31,1.4909351145038168,HOR,
rand32,2.0,64,32,0.83,2.35316265060241,HOR,
rand32,2.0,128,32,0.65,3.004807692307692,HOR,
rand32,2.0,256,32,1.15,1.6983695652173916,HOR,
rand32,2.0,8,32,3.53,0.5532932011331445,KR,
rand32,2.0,16,32,2.95,0.6620762711864406,KR,
rand32,2.0,32,32,2.68,0.7287779850746268,KR,
rand32,2.0,64,32,2.54,0.7689468503937007,KR,
rand32,2.0,128,32,2.9,0.6734913793103449,KR,
rand32,2.0,256,32,3.5,0.5580357142857143,KR,
rand32,2.0,8,32,1.28,1.52587890625,LBNDM,
rand32,2.0,16,32,1.58,1.2361550632911391,LBNDM,
rand32,2.0,32,32,0.73,2.675513698630137,LBNDM,
rand32,2.0,64,32,0.54,3.616898148148148,LBNDM,
rand32,2.0,128,32,0.46,4.245923913043478,LBNDM,
rand32,2.0,256,32,0.91,2.1462912087912085,LBNDM,
rand32,2.0,8,32,1.79,1.0911312849162011,RAITA,
rand32,2.0,16,32,1.86,1.0500672043010753,RAITA,
rand32,2.0,32,32,0.74,2.639358108108108,RAITA,
rand32,2.0,64,32,1.19,1.641281512605042,RAITA,
rand32,2.0,128,32,0.61,3.201844262295082,RAITA,
rand32,2.0,256,32,0.62,3.150201612903226,RAITA,
rand32,2.0,8,32,2.52,0.7750496031746031,SO,
rand32,2.0,16,32,2.02,0.9668935643564356,SO,
rand32,2.0,32,32,2.08,0.9390024038461537,SO,
rand32,2.0,64,32,3.1,0.6300403225806451,SO,
rand32,2.0,128,32,2.8,0.6975446428571429,SO,
rand32,2.0,256,32,3.66,0.5336407103825136,SO,
rand32,2.0,8,32,3.42,0.5710891812865497,TW,
rand32,2.0,16,32,4.09,0.47753667481662593,TW,
rand32,2.0,32,32,5.49,0.3557604735883424,TW,
rand32,2.0,64,32,4.74,0.41205168776371304,TW,
rand32,2.0,128,32,4.38,0.44591894977168955,TW,
rand32,2.0,256,32,4.72,0.41379766949152547,TW,
rand32,4.0,8,32,4.35,0.8979885057471265,AOSO2,
rand32,4.0,16,32,5.2,0.751201923076923,AOSO2,
rand32,4.0,32,32,3.34,1.1695359281437128,AOSO2,
rand32,4.0,64,32,3.26,1.1982361963190185,AOSO2,
rand32,4.0,128,32,3.76,1.0388962765957446,AOSO2,
rand32,4.0,256,32,4.79,0.8155010438413361,AOSO2,
rand32,4.0,8,32,5.93,0.658726812816189,BM,
rand32,4.0,16,32,3.74,1.0444518716577538,BM,
rand32,4.0,32,32,2.73,1.4308608058608057,BM,
rand32,4.0,64,32,1.49,2.6216442953020134,BM,
rand32,4.0,128,32,2.36,1.6551906779661019,BM,
rand32,4.0,256,32,2.98,1.3108221476510067,BM,
rand32,4.0,8,32,3.0,1.3020833333333333,BMH-SBNDM,
rand32,4.0,16,32,2.19,1.7836757990867582,BMH-SBNDM,
rand32,4.0,32,32,2.4,1.6276041666666667,BMH-SBNDM,
rand32,4.0,64,32,1.83,2.1345628415300544,BMH-SBNDM,
rand32,4.0,128,32,1.84,2.122961956521739,BMH-SBNDM,
rand32,4.0,256,32,1.94,2.0135309278350517,BMH-SBNDM,
rand32,4.0,8,32,3.44,1.1355377906976745,BNDM,
rand32,4.0,16,32,3.98,0.981469849246231,BNDM,
rand32,4.0,32,32,1.52,2.569901315789474,BNDM,
rand32,4.0,64,32,1.36,2.8722426470588234,BNDM,
rand32,4.0,128,32,2.35,1.6622340425531914,BNDM,
rand32,4.0,256,32,2.76,1.415307971014493,BNDM,
rand32,4.0,8,32,1.54,2.536525974025974,FAOSO4,FAOSO4
rand32,4.0,16,32,2.31,1.691017316017316,FAOSO4,
rand32,4.0,32,32,2.45,1.5943877551020407,FAOSO4,
rand32,4.0,64,32,1.97,1.9828680203045683,FAOSO4,
rand32,4.0,128,32,2.01,1.9434079601990053,FAOSO4,
rand32,4.0,256,32,1.93,2.0239637305699483,FAOSO4,
rand32,4.0,8,32,4.52,0.8642146017699115,FS,
rand32,4.0,16,32,2.7,1.446759259259259,FS,
rand32,4.0,32,32,1.9,2.0559210526315788,FS,
rand32,4.0,64,32,1.33,2.9370300751879697,FS,
rand32,4.0,128,32,2.2,1.7755681818181817,FS,
rand32,4.0,256,32,1.66,2.35316265060241,FS,
rand32,4.0,8,32,2.15,1.816860465116279,FSBNDM,
rand32,4.0,16,32,1.9,2.0559210526315788,FSBNDM,FSBNDM
rand32,4.0,32,32,0.86,4.542151162790698,FSBNDM,FSBNDM
rand32,4.0,64,32,0.95,4.1118421052631575,FSBNDM,FSBNDM
rand32,4.0,128,32,1.9,2.0559210526315788,FSBNDM,
rand32,4.0,256,32,1.81,2.1581491712707184,FSBNDM,
rand32,4.0,8,32,4.08,0.9574142156862745,HOR,
rand32,4.0,16,32,3.02,1.2934602649006623,HOR,
rand32,4.0,32,32,2.04,1.914828431372549,HOR,
rand32,4.0,64,32,1.48,2.639358108108108,HOR,
rand32,4.0,128,32,2.31,1.691017316017316,HOR,
rand32,4.0,256,32,2.29,1.7057860262008735,HOR,
rand32,4.0,8,32,6.2,0.6300403225806451,KR,
rand32,4.0,16,32,6.2,0.6300403225806451,KR,
rand32,4.0,32,32,7.56,0.5166997354497356,KR,
rand32,4.0,64,32,6.97,0.5604375896700143,KR,
rand32,4.0,128,32,7.08,0.5517302259887006,KR,
rand32,4.0,256,32,6.77,0.5769940915805022,KR,
rand32,4.0,8,32,4.71,0.8293524416135881,LBNDM,
rand32,4.0,16,32,4.07,0.9597665847665847,LBNDM,
rand32,4.0,32,32,2.83,1.3803003533568905,LBNDM,
rand32,4.0,64,32,1.09,3.583715596330275,LBNDM,
rand32,4.0,128,32,1.48,2.639358108108108,LBNDM,
rand32,4.0,256,32,1.35,2.893518518518518,LBNDM,LBNDM
rand32,4.0,8,32,4.67,0.836456102783726,RAITA,
rand32,4.0,16,32,2.54,1.5378937007874014,RAITA,
rand32,4.0,32,32,1.9,2.0559210526315788,RAITA,
rand32,4.0,64,32,2.33,1.676502145922747,RAITA,
rand32,4.0,128,32,1.38,2.830615942028986,RAITA,RAITA
rand32,4.0,256,32,1.71,2.284356725146199,RAITA,
rand32,4.0,8,32,6.23,0.6270064205457464,SO,
rand32,4.0,16,32,4.98,0.7843875502008031,SO,
rand32,4.0,32,32,4.91,0.7955702647657841,SO,
rand32,4.0,64,32,5.98,0.6532190635451505,SO,
rand32,4.0,128,32,6.8,0.5744485294117647,SO,
rand32,4.0,256,32,4.54,0.8604074889867841,SO,
rand32,4.0,8,32,11.0,0.35511363636363635,TW,
rand32,4.0,16,32,11.13,0.35096585804132974,TW,
rand32,4.0,32,32,11.69,0.334153122326775,TW,
rand32,4.0,64,32,10.98,0.3557604735883424,TW,
rand32,4.0,128,32,11.86,0.3293634064080945,TW,
rand32,4.0,256,32,10.73,0.364049394221808,TW,
rand64,1.0,8,64,0.59,1.6551906779661019,AOSO2,
rand64,1.0,16,64,0.67,1.4575559701492535,AOSO2,
rand64,1.0,32,64,0.57,1.7132675438596492,AOSO2,
rand64,1.0,64,64,0.71,1.3754401408450705,AOSO2,
rand64,1.0,128,64,0.62,1.575100806451613,AOSO2,
rand64,1.0,256,64,1.07,0.9126752336448598,AOSO2,
rand64,1.0,8,64,1.29,0.7570251937984496,BM,
rand64,1.0,16,64,1.3,0.751201923076923,BM,
rand64,1.0,32,64,0.36,2.712673611111111,BM,
rand64,1.0,64,64,1.29,0.7570251937984496,BM,
rand64,1.0,128,64,0.31,3.150201612903226,BM,
rand64,1.0,256,64,0.25,3.90625,BM,
rand64,1.0,8,64,0.6,1.6276041666666667,BMH-SBNDM,
rand64,1.0,16,64,0.89,1.0972612359550562,BMH-SBNDM,
rand64,1.0,32,64,0.78,1.252003205128205,BMH-SBNDM,
rand64,1.0,64,64,0.3,3.2552083333333335,BMH-SBNDM,
rand64,1.0,128,64,0.35,2.7901785714285716,BMH-SBNDM,
rand64,1.0,256,64,0.28,3.487723214285714,BMH-SBNDM,
rand64,1.0,8,64,0.45,2.170138888888889,BNDM,
rand64,1.0,16,64,0.35,2.7901785714285716,BNDM,BNDM
rand64,1.0,32,64,0.33,2.959280303030303,BNDM,
rand64,1.0,64,64,0.33,2.959280303030303,BNDM,
rand64,1.0,128,64,0.43,2.271075581395349,BNDM,
rand64,1.0,256,64,0.31,3.150201612903226,BNDM,
rand64,1.0,8,64,0.35,2.7901785714285716,FAOSO4,
rand64,1.0,16,64,0.8,1.220703125,FAOSO4,
rand64,1.0,32,64,0.35,2.7901785714285716,FAOSO4,
rand64,1.0,64,64,0.36,2.712673611111111,FAOSO4,
rand64,1.0,128,64,0.38,2.569901315789474,FAOSO4,
rand64,1.0,256,64,0.34,2.8722426470588234,FAOSO4,
rand64,1.0,8,64,0.58,1.683728448275862,FS,
rand64,1.0,16,64,0.51,1.914828431372549,FS,
rand64,1.0,32,64,0.31,3.150201612903226,FS,
rand64,1.0,64,64,0.29,3.367456896551724,FS,
rand64,1.0,128,64,0.29,3.367456896551724,FS,
rand64,1.0,256,64,0.23,4.245923913043478,FS,
rand64,1.0,8,64,0.27,3.616898148148148,FSBNDM,FSBNDM
rand64,1.0,16,64,0.45,2.170138888888889,FSBNDM,
rand64,1.0,32,64,0.21,4.650297619047619,FSBNDM,FSBNDM
rand64,1.0,64,64,0.22,4.438920454545455,FSBNDM,FSBNDM
rand64,1.0,128,64,0.22,4.438920454545455,FSBNDM,
rand64,1.0,256,64,0.19,5.139802631578948,FSBNDM,FSBNDM
rand64,1.0,8,64,0.73,1.3377568493150684,HOR,
rand64,1.0,16,64,0.44,2.2194602272727275,HOR,
rand64,1.0,32,64,0.32,3.0517578125,HOR,
rand64,1.0,64,64,0.3,3.2552083333333335,HOR,
rand64,1.0,128,64,0.28,3.487723214285714,HOR,
rand64,1.0,256,64,0.24,4.069010416666667,HOR,
rand64,1.0,8,64,1.97,0.4957170050761421,KR,
rand64,1.0,16,64,1.44,0.6781684027777778,KR,
rand64,1.0,32,64,1.45,0.6734913793103449,KR,
rand64,1.0,64,64,1.56,0.6260016025641025,KR,
rand64,1.0,128,64,1.52,0.6424753289473685,KR,
rand64,1.0,256,64,1.43,0.6829108391608393,KR,
rand64,1.0,8,64,0.93,1.0500672043010753,LBNDM,
rand64,1.0,16,64,0.39,2.50400641025641,LBNDM,
rand64,1.0,32,64,0.67,1.4575559701492535,LBNDM,
rand64,1.0,64,64,0.77,1.268262987012987,LBNDM,
rand64,1.0,128,64,0.21,4.650297619047619,LBNDM,LBNDM
rand64,1.0,256,64,0.19,5.139802631578948,LBNDM,LBNDM
rand64,1.0,8,64,0.62,1.575100806451613,RAITA,
rand64,1.0,16,64,0.88,1.1097301136363638,RAITA,
rand64,1.0,32,64,0.31,3.150201612903226,RAITA,
rand64,1.0,64,64,0.29,3.367456896551724,RAITA,
rand64,1.0,128,64,0.27,3.616898148148148,RAITA,
rand64,1.0,256,64,0.24,4.069010416666667,RAITA,
rand64,1.0,8,64,0.78,1.252003205128205,SO,
rand64,1.0,16,64,0.73,1.3377568493150684,SO,
rand64,1.0,32,64,0.73,1.3377568493150684,SO,
rand64,1.0,64,64,1.19,0.820640756302521,SO,
rand64,1.0,128,64,0.68,1.4361213235294117,SO,
rand64,1.0,256,64,1.15,0.8491847826086958,SO,
rand64,1.0,8,64,1.82,0.5365728021978021,TW,
rand64,1.0,16,64,1.78,0.5486306179775281,TW,
rand64,1.0,32,64,1.41,0.6925975177304965,TW,
rand64,1.0,64,64,1.41,0.6925975177304965,TW,
rand64,1.0,128,64,1.28,0.762939453125,TW,
rand64,1.0,256,64,1.77,0.5517302259887006,TW,
rand64,2.0,8,64,1.64,1.1909298780487805,AOSO2,
rand64,2.0,16,64,1.68,1.1625744047619047,AOSO2,
rand64,2.0,32,64,1.64,1.1909298780487805,AOSO2,
rand64,2.0,64,64,2.17,0.9000576036866359,AOSO2,
rand64,2.0,128,64,1.66,1.176581325301205,AOSO2,
rand64,2.0,256,64,1.58,1.2361550632911391,AOSO2,
rand64,2.0,8,64,3.09,0.6320792880258901,BM,
rand64,2.0,16,64,1.13,1.728429203539823,BM,
rand64,2.0,32,64,0.72,2.712673611111111,BM,
rand64,2.0,64,64,0.64,3.0517578125,BM,
rand64,2.0,128,64,0.56,3.487723214285714,BM,
rand64,2.0,256,64,1.14,1.7132675438596492,BM,
rand64,2.0,8,64,1.64,1.1909298780487805,BMH-SBNDM,
rand64,2.0,16,64,0.82,2.381859756097561,BMH-SBNDM,
rand64,2.0,32,64,0.58,3.367456896551724,BMH-SBNDM,
rand64,2.0,64,64,1.13,1.728429203539823,BMH-SBNDM,
rand64,2.0,128,64,0.95,2.0559210526315788,BMH-SBNDM,
rand64,2.0,256,64,0.61,3.201844262295082,BMH-SBNDM,
rand64,2.0,8,64,1.38,1.415307971014493,BNDM,
rand64,2.0,16,64,1.27,1.5378937007874014,BNDM,
rand64,2.0,32,64,1.11,1.7595720720720718,BNDM,
rand64,2.0,64,64,1.1,1.7755681818181817,BNDM,
rand64,2.0,128,64,1.05,1.8601190476190474,BNDM,
rand64,2.0,256,64,1.08,1.808449074074074,BNDM,
rand64,2.0,8,64,0.69,2.830615942028986,FAOSO4,
rand64,2.0,16,64,0.69,2.830615942028986,FAOSO4,
rand64,2.0,32,64,1.2,1.6276041666666667,FAOSO4,
rand64,2.0,64,64,0.73,2.675513698630137,FAOSO4,
rand64,2.0,128,64,1.17,1.669337606837607,FAOSO4,
rand64,2.0,256,64,1.26,1.5500992063492063,FAOSO4,
rand64,2.0,8,64,1.14,1.7132675438596492,FS,
rand64,2.0,16,64,1.28,1.52587890625,FS,
rand64,2.0,32,64,0.62,3.150201612903226,FS,
rand64,2.0,64,64,0.59,3.3103813559322037,FS,
rand64,2.0,128,64,0.98,1.992984693877551,FS,
rand64,2.0,256,64,0.54,3.616898148148148,FS,
rand64,2.0,8,64,0.52,3.756009615384615,FSBNDM,FSBNDM
rand64,2.0,16,64,0.51,3.829656862745098,FSBNDM,FSBNDM
rand64,2.0,32,64,0.41,4.763719512195122,FSBNDM,FSBNDM
rand64,2.0,64,64,0.93,2.1001344086021505,FSBNDM,
rand64,2.0,128,64,0.39,5.00801282051282,FSBNDM,FSBNDM
rand64,2.0,256,64,0.41,4.763719512195122,FSBNDM,FSBNDM
rand64,2.0,8,64,2.39,0.8172071129707112,HOR,
rand64,2.0,16,64,1.18,1.6551906779661019,HOR,
rand64,2.0,32,64,1.11,1.7595720720720718,HOR,
rand64,2.0,64,64,0.6,3.2552083333333335,HOR,
rand64,2.0,128,64,0.51,3.829656862745098,HOR,
rand64,2.0,256,64,1.04,1.8780048076923075,HOR,
rand64,2.0,8,64,3.76,0.5194481382978723,KR,
rand64,2.0,16,64,3.83,0.5099543080939948,KR,
rand64,2.0,32,64,2.38,0.820640756302521,KR,
rand64,2.0,64,64,2.62,0.7454675572519084,KR,
rand64,2.0,128,64,3.42,0.5710891812865497,KR,
rand64,2.0,256,64,4.41,0.4428854875283446,KR,
rand64,2.0,8,64,1.42,1.3754401408450705,LBNDM,
rand64,2.0,16,64,0.78,2.50400641025641,LBNDM,
rand64,2.0,32,64,0.66,2.959280303030303,LBNDM,
rand64,2.0,64,64,0.55,3.5511363636363633,LBNDM,LBNDM
rand64,2.0,128,64,0.91,2.1462912087912085,LBNDM,
rand64,2.0,256,64,0.41,4.763719512195122,LBNDM,LBNDM
rand64,2.0,8,64,1.72,1.1355377906976745,RAITA,
rand64,2.0,16,64,1.76,1.1097301136363638,RAITA,
rand64,2.0,32,64,1.12,1.743861607142857,RAITA,
rand64,2.0,64,64,1.14,1.7132675438596492,RAITA,
rand64,2.0,128,64,0.49,3.985969387755102,RAITA,
rand64,2.0,256,64,0.53,3.685141509433962,RAITA,
rand64,2.0,8,64,2.09,0.9345095693779906,SO,
rand64,2.0,16,64,1.52,1.284950657894737,SO,
rand64,2.0,32,64,2.6,0.751201923076923,SO,
rand64,2.0,64,64,1.88,1.0388962765957446,SO,
rand64,2.0,128,64,2.33,0.8382510729613735,SO,
rand64,2.0,256,64,1.89,1.0333994708994712,SO,
rand64,2.0,8,64,4.69,0.41644456289978676,TW,
rand64,2.0,16,64,4.0,0.48828125,TW,
rand64,2.0,32,64,4.66,0.41912553648068673,TW,
rand64,2.0,64,64,4.19,0.4661396181384248,TW,
rand64,2.0,128,64,3.61,0.5410318559556787,TW,
rand64,2.0,256,64,4.95,0.39457070707070707,TW,
rand64,4.0,8,64,3.63,1.0761019283746556,AOSO2,
rand64,4.0,16,64,4.36,0.8959288990825688,AOSO2,
rand64,4.0,32,64,3.57,1.0941876750700281,AOSO2,
rand64,4.0,64,64,3.77,1.0361405835543767,AOSO2,
rand64,4.0,128,64,3.9,1.0016025641025643,AOSO2,
rand64,4.0,256,64,5.02,0.7781374501992032,AOSO2,
rand64,4.0,8,64,6.28,0.622014331210191,BM,
rand64,4.0,16,64,3.55,1.1003521126760565,BM,
rand64,4.0,32,64,1.99,1.962939698492462,BM,
rand64,4.0,64,64,1.57,2.488057324840764,BM,
rand64,4.0,128,64,1.14,3.4265350877192984,BM,
rand64,4.0,256,64,3.16,1.2361550632911391,BM,
rand64,4.0,8,64,2.79,1.400089605734767,BMH-SBNDM,
rand64,4.0,16,64,2.59,1.5082046332046333,BMH-SBNDM,
rand64,4.0,32,64,1.21,3.228305785123967,BMH-SBNDM,BMH-SBNDM
rand64,4.0,64,64,1.71,2.284356725146199,BMH-SBNDM,
rand64,4.0,128,64,2.67,1.4630149812734083,BMH-SBNDM,
